timestamp,cpu_total,cpu_idle,cpu_user,load_min1,load_min5,load_min15,mem_used,mem_percent,network_lo_rx,network_lo_tx
2021-01-01 00:01:39,39.25,58.41,36.22,1.508,1.088,0.862,1843164958,46.08,503842,570961
2021-01-01 00:01:40,56.95,40.72,53.97,2.317,2.018,1.251,2174018914,54.35,614993,475366
2021-01-01 00:01:41,46.38,55.66,41.66,1.782,1.678,1.376,1309335896,32.73,561449,524480
2021-01-01 00:01:42,44.96,56.84,40.4,1.104,0.777,0.604,2047213833,51.18,596281,592218
2021-01-01 00:01:43,49.0,49.97,44.85,1.966,1.346,0.937,1735089623,43.38,530185,328031
2021-01-01 00:01:44,38.97,59.6,36.79,1.649,1.458,1.004,2057250589,51.43,415458,410365
2021-01-01 00:01:45,32.95,68.1,29.77,1.164,0.642,0.339,2103349335,52.58,438633,590801
2021-01-01 00:01:46,5.21,90.35,3.31,0.0,0.0,0.0,1501302025,37.53,406734,509745
2021-01-01 00:01:47,35.89,64.69,33.11,1.171,0.724,0.698,1931940071,48.3,559078,521187
2021-01-01 00:01:48,31.41,65.96,28.47,1.486,1.105,0.675,2046671107,51.17,430607,571138
2021-01-01 00:01:49,38.1,61.0,33.77,2.116,1.425,0.897,2026385028,50.66,460599,411039
2021-01-01 00:01:50,63.42,33.35,58.84,2.952,1.974,1.311,1963339714,49.08,502249,605507
2021-01-01 00:01:51,36.0,61.75,33.34,1.037,0.602,0.302,1633733744,40.84,664131,581978
2021-01-01 00:01:52,35.62,63.07,34.55,1.681,1.473,1.033,1679411590,41.99,565713,523831
2021-01-01 00:01:53,4.45,95.0,0.0,0.0,0.0,0.109,1586585803,39.66,422714,546813
2021-01-01 00:01:54,35.33,59.32,33.64,1.239,0.923,0.585,2166213671,54.16,515184,616497
2021-01-01 00:01:55,28.76,66.74,25.28,1.012,1.199,0.702,1965328747,49.13,665131,440616
2021-01-01 00:01:56,34.8,61.72,33.7,1.604,1.273,0.92,1984474028,49.61,561517,566135
2021-01-01 00:01:57,53.95,44.73,51.35,2.446,2.025,1.412,1488351966,37.21,340174,674435
2021-01-01 00:01:58,18.09,79.42,13.14,0.694,0.366,0.357,1989919160,49.75,408476,564062
2021-01-01 00:01:59,24.68,73.57,23.28,0.963,1.203,0.797,2190091121,54.75,400806,477760
2021-01-01 00:02:00,22.83,74.17,20.13,1.052,0.734,0.488,1447448127,36.19,644072,731820
2021-01-01 00:02:01,49.11,48.69,46.88,2.135,1.662,1.149,1839378122,45.98,625628,523081
2021-01-01 00:02:02,18.99,83.39,14.37,1.112,1.153,0.816,1528895260,38.22,437496,639859
2021-01-01 00:02:03,59.06,41.33,54.58,1.977,1.545,1.042,1873915377,46.85,435341,457846
2021-01-01 00:02:04,27.18,71.18,25.23,1.093,0.884,0.563,1729702430,43.24,504469,606780
2021-01-01 00:02:05,1.32,95.0,0.0,0.0,0.0,0.0,2114272650,52.86,507466,445357
2021-01-01 00:02:06,48.26,47.56,44.75,1.915,1.477,0.977,2050771869,51.27,403767,532338
2021-01-01 00:02:07,44.8,53.94,42.45,1.724,1.453,1.089,2387451321,59.69,475086,439325
2021-01-01 00:02:08,32.87,63.94,29.19,1.301,1.151,0.891,1983776645,49.59,354639,690115
2021-01-01 00:02:09,43.88,54.92,42.75,1.515,1.084,0.711,2101546340,52.54,627232,477886
2021-01-01 00:02:10,57.08,39.22,55.55,1.837,1.316,1.051,1832687755,45.82,323966,389206
2021-01-01 00:02:11,37.79,63.53,34.05,0.883,0.585,0.407,1669080604,41.73,322856,509511
2021-01-01 00:02:12,47.66,46.58,45.81,1.867,1.213,0.716,2250428730,56.26,543503,553709
2021-01-01 00:02:13,28.19,69.64,23.76,0.998,0.481,0.171,2372976516,59.32,376312,497339
2021-01-01 00:02:14,46.52,48.76,45.29,1.658,1.386,1.092,2211696709,55.29,449903,418667
2021-01-01 00:02:15,9.1,85.82,7.24,0.761,0.796,0.52,2039368436,50.98,506317,603731
2021-01-01 00:02:16,48.27,50.84,43.28,1.673,1.513,0.937,1707771933,42.69,567530,625918
2021-01-01 00:02:17,37.14,57.77,34.41,1.911,1.052,0.511,2342488452,58.56,477891,335204
2021-01-01 00:02:18,22.7,74.83,18.89,1.395,1.067,0.707,2173852794,54.35,677917,412297
2021-01-01 00:02:19,50.01,44.18,48.28,1.415,0.912,0.679,2607463582,65.19,499956,484057
2021-01-01 00:02:20,32.27,66.07,28.83,1.318,1.084,0.689,1653672814,41.34,619079,446907
2021-01-01 00:02:21,18.92,82.28,15.02,0.637,0.426,0.193,2258769950,56.47,527855,552595
2021-01-01 00:02:22,58.51,38.58,56.25,1.467,1.292,0.849,2164731951,54.12,713120,683947
2021-01-01 00:02:23,36.08,65.48,31.76,1.01,0.804,0.687,1897391839,47.43,605836,461908
2021-01-01 00:02:24,31.24,66.62,27.82,1.482,0.806,0.425,2409150464,60.23,504346,657672
2021-01-01 00:02:25,23.19,74.47,20.64,1.534,1.033,0.659,2120703544,53.02,562883,353166
2021-01-01 00:02:26,53.29,44.2,50.06,2.402,1.923,1.467,1718932091,42.97,473918,545581
2021-01-01 00:02:27,58.28,42.97,54.97,2.428,1.961,1.422,1964498295,49.11,472910,440528
2021-01-01 00:02:28,27.87,70.62,26.21,1.109,0.606,0.442,1715342357,42.88,369658,547738
2021-01-01 00:02:29,30.4,67.26,27.79,1.721,1.069,0.684,1859445285,46.49,419173,324319
2021-01-01 00:02:30,28.09,66.58,25.72,1.768,1.426,1.001,2211147846,55.28,706097,371460
2021-01-01 00:02:31,30.27,68.04,27.66,1.035,0.547,0.329,2296782213,57.42,379596,547531
2021-01-01 00:02:32,46.84,52.66,42.8,1.274,0.685,0.394,2066363700,51.66,434450,436999
2021-01-01 00:02:33,30.29,66.36,27.35,0.582,0.377,0.156,1774977537,44.37,490628,467688
2021-01-01 00:02:34,31.85,67.29,27.09,1.671,1.239,0.946,2114482526,52.86,493959,683628
2021-01-01 00:02:35,46.19,52.19,44.02,1.834,1.291,0.898,2217019891,55.43,538372,513757
2021-01-01 00:02:36,7.29,90.91,4.63,0.347,0.136,0.127,1408366476,35.21,453087,590151
2021-01-01 00:02:37,30.8,70.05,26.65,0.695,0.558,0.406,2034943632,50.87,544537,424072
2021-01-01 00:02:38,50.3,45.08,47.12,1.786,1.285,0.944,1942943060,48.57,614238,365879
2021-01-01 00:02:39,27.59,72.82,24.4,1.015,0.826,0.553,2286113376,57.15,626663,491926
2021-01-01 00:02:40,48.62,48.37,47.4,2.007,1.53,1.022,2115706749,52.89,473248,350953
2021-01-01 00:02:41,25.63,74.81,23.04,0.906,0.758,0.449,2145305510,53.63,561134,430141
2021-01-01 00:02:42,18.35,80.4,16.27,0.423,0.514,0.218,1855426710,46.39,385386,523775
2021-01-01 00:02:43,47.59,50.72,42.59,1.668,1.502,0.94,2000495515,50.01,427828,488873
2021-01-01 00:02:44,21.53,77.5,19.29,1.224,1.236,0.829,2283105490,57.08,382626,533451
2021-01-01 00:02:45,32.8,69.26,28.26,1.385,1.276,0.733,1980536080,49.51,495425,560031
2021-01-01 00:02:46,23.45,75.41,19.74,1.121,0.945,0.523,2052400866,51.31,414078,380427
2021-01-01 00:02:47,8.75,91.55,6.39,0.081,0.0,0.104,1539212810,38.48,347930,405806
2021-01-01 00:02:48,41.23,59.43,38.06,0.763,0.533,0.396,1979437989,49.49,461399,282141
2021-01-01 00:02:49,45.69,51.82,41.33,1.671,1.161,0.768,1396400009,34.91,327141,462947
2021-01-01 00:02:50,48.1,49.8,43.57,1.664,1.332,1.16,1845156539,46.13,632719,573675
2021-01-01 00:02:51,43.23,50.92,41.59,1.834,1.607,0.96,2019054667,50.48,444247,649127
2021-01-01 00:02:52,33.21,62.02,30.85,2.314,1.706,1.292,2230109238,55.75,598531,519048
2021-01-01 00:02:53,27.93,68.31,25.59,1.326,1.053,0.726,1700252016,42.51,450793,637322
2021-01-01 00:02:54,31.5,67.36,30.33,2.081,1.529,1.149,2112105243,52.8,380506,538382
2021-01-01 00:02:55,21.07,75.63,17.67,1.013,0.853,0.608,2440548021,61.01,617552,510744
2021-01-01 00:02:56,33.91,63.43,29.5,1.168,0.824,0.39,1807776840,45.19,508870,438870
2021-01-01 00:02:57,10.68,85.06,8.15,0.531,0.277,0.204,1535884123,38.4,688690,261483
2021-01-01 00:02:58,39.61,59.3,35.65,2.119,1.559,1.125,2086951987,52.17,453347,622318
2021-01-01 00:02:59,5.11,95.0,1.6,0.753,0.703,0.273,1642400898,41.06,455506,494677
2021-01-01 00:03:00,22.75,72.68,20.25,0.737,0.571,0.594,1754300427,43.86,600479,638829
2021-01-01 00:03:01,44.75,50.46,43.18,1.866,1.407,1.016,2277001082,56.93,601175,405036
2021-01-01 00:03:02,48.69,47.26,44.85,1.519,1.267,0.954,2563069782,64.08,515343,742882
2021-01-01 00:03:03,30.9,70.58,26.49,1.484,1.104,0.656,1699792965,42.49,833526,475121
2021-01-01 00:03:04,40.38,60.01,36.64,2.081,1.89,1.392,1778774077,44.47,471943,430781
2021-01-01 00:03:05,23.72,74.08,22.65,0.961,0.574,0.511,1868039311,46.7,373053,478547
2021-01-01 00:03:06,24.62,70.49,22.76,0.785,0.59,0.439,1835657583,45.89,399744,517045
2021-01-01 00:03:07,35.85,62.31,34.57,1.542,0.953,0.666,2579987754,64.5,472526,493009
2021-01-01 00:03:08,50.17,50.71,46.89,2.132,1.636,1.056,1840829651,46.02,651877,448466
2021-01-01 00:03:09,55.33,40.71,51.3,2.237,1.454,0.996,1883674425,47.09,481365,319655
2021-01-01 00:03:10,42.55,56.75,41.1,1.755,1.554,1.036,2484853241,62.12,656605,419567
2021-01-01 00:03:11,21.04,76.31,16.68,0.789,0.785,0.607,2173002893,54.33,543442,607443
2021-01-01 00:03:12,32.34,66.69,29.12,1.593,1.431,0.917,2295769769,57.39,608336,412027
2021-01-01 00:03:13,51.91,44.8,48.15,2.297,1.844,1.347,1728166138,43.2,538716,328305
2021-01-01 00:03:14,33.46,66.1,28.57,1.043,0.659,0.377,1840946095,46.02,537924,394450
2021-01-01 00:03:15,24.63,69.3,23.29,0.682,0.385,0.244,1688084492,42.2,575271,491135
2021-01-01 00:03:16,46.77,50.27,42.17,1.795,1.742,1.281,2240378463,56.01,443329,424077
2021-01-01 00:03:17,33.6,65.85,32.09,1.565,1.539,1.007,2367572962,59.19,444428,472016
2021-01-01 00:03:18,35.69,64.43,33.12,1.472,1.202,0.906,1820067689,45.5,534954,420154
2021-01-01 00:03:19,54.47,46.43,50.07,1.986,1.486,1.095,1890727603,47.27,694111,600974
2021-01-01 00:03:20,29.65,68.95,25.03,1.265,1.285,0.873,1903852980,47.6,345924,549084
2021-01-01 00:03:21,23.68,72.01,20.66,0.848,0.54,0.494,1535832802,38.4,297081,721795
2021-01-01 00:03:22,18.76,79.86,15.38,1.014,0.857,0.608,1797853376,44.95,473625,461827
2021-01-01 00:03:23,18.75,79.44,14.92,0.85,0.95,0.776,2231979864,55.8,603084,471512
2021-01-01 00:03:24,58.22,42.98,53.89,2.234,1.62,1.313,1737374448,43.43,505137,618350
2021-01-01 00:03:25,45.07,49.59,43.58,1.872,1.664,1.14,2027894558,50.7,383067,539100
2021-01-01 00:03:26,25.04,71.4,20.8,1.396,1.221,0.919,1607594307,40.19,507909,405849
2021-01-01 00:03:27,27.92,71.39,25.0,0.946,0.749,0.46,1956799726,48.92,326702,555642
2021-01-01 00:03:28,26.41,71.42,23.61,1.177,0.743,0.417,1831003653,45.78,562891,539652
2021-01-01 00:03:29,5.18,95.0,2.48,0.186,0.004,0.0,1633498554,40.84,469089,320620
2021-01-01 00:03:30,25.39,72.29,22.36,1.144,0.973,0.545,2237115828,55.93,491796,434868
2021-01-01 00:03:31,18.99,80.77,14.21,0.563,0.166,0.022,2253988208,56.35,542718,519032
2021-01-01 00:03:32,22.27,78.06,19.07,0.924,0.765,0.595,1709138386,42.73,520568,644627
2021-01-01 00:03:33,26.63,73.53,21.81,1.397,1.226,0.807,1935144960,48.38,445874,569799
2021-01-01 00:03:34,38.67,59.05,36.95,1.266,1.21,0.918,2013295604,50.33,603361,443595
2021-01-01 00:03:35,23.59,75.17,19.69,0.545,0.156,0.139,1455571463,36.39,579693,429179
2021-01-01 00:03:36,46.52,52.21,42.28,1.474,1.442,1.195,1580872182,39.52,322571,579773
2021-01-01 00:03:37,41.4,60.26,37.69,1.305,1.383,1.021,2385885330,59.65,476975,257367
2021-01-01 00:03:38,40.31,56.55,36.89,1.791,1.515,1.172,1680461931,42.01,391971,419241
2021-01-01 00:03:39,31.91,65.07,28.65,0.855,0.476,0.373,2377454932,59.44,373194,640930
2021-01-01 00:03:40,5.25,95.0,0.8,0.12,0.031,0.053,1596375897,39.91,553513,529681
2021-01-01 00:03:41,66.11,35.86,61.82,2.83,2.254,1.695,2197648333,54.94,458073,424133
2021-01-01 00:03:42,20.79,74.17,19.3,0.956,0.819,0.64,1906609067,47.67,485722,379791
2021-01-01 00:03:43,56.96,39.7,52.57,2.163,1.735,1.235,1948770119,48.72,433031,583973
2021-01-01 00:03:44,42.39,56.83,39.73,1.753,1.459,1.042,2556780774,63.92,537017,507781
2021-01-01 00:03:45,17.82,80.25,15.81,0.745,0.578,0.458,1623744009,40.59,567834,478128
2021-01-01 00:03:46,36.48,64.89,32.0,1.392,1.167,0.75,2178439458,54.46,717025,537398
2021-01-01 00:03:47,49.49,47.78,46.76,1.916,1.441,0.937,2166046899,54.15,481902,516459
2021-01-01 00:03:48,48.08,53.22,43.85,2.594,2.007,1.548,3006372016,75.16,355158,508790
2021-01-01 00:03:49,23.76,74.16,21.7,1.193,0.839,0.774,1676860753,41.92,449610,367581
2021-01-01 00:03:50,41.81,53.02,40.79,2.417,2.317,1.529,1812204561,45.31,584705,397357
2021-01-01 00:03:51,30.38,67.24,27.4,1.066,1.146,0.735,2244776685,56.12,422735,574828
2021-01-01 00:03:52,32.4,64.69,30.99,1.27,1.127,0.903,1939920842,48.5,351787,555915
2021-01-01 00:03:53,45.26,54.24,41.24,1.411,1.394,1.029,1861084712,46.53,424818,538211
2021-01-01 00:03:54,2.1,95.0,0.0,0.0,0.16,0.179,2287253446,57.18,446663,441348
2021-01-01 00:03:55,27.19,73.55,24.42,1.658,1.363,1.044,1920029469,48.0,391733,576518
2021-01-01 00:03:56,65.2,33.67,63.86,2.452,1.66,1.138,1732442278,43.31,521747,462925
2021-01-01 00:03:57,28.0,66.86,25.85,1.696,1.304,0.946,2217863046,55.45,492097,630153
2021-01-01 00:03:58,47.51,54.15,43.39,1.527,1.155,0.834,2112586402,52.81,578970,425317
2021-01-01 00:03:59,18.49,76.87,16.89,0.424,0.112,0.0,1906146021,47.65,455414,447471
2021-01-01 00:04:00,43.86,52.21,40.27,1.652,1.024,0.749,1891909544,47.3,555806,484855
2021-01-01 00:04:01,38.66,62.39,33.99,1.527,1.32,1.048,1725528018,43.14,450772,584730
2021-01-01 00:04:02,27.8,71.69,24.08,1.389,1.176,0.79,2217529056,55.44,387038,496492
2021-01-01 00:04:03,21.71,77.12,17.47,1.004,0.57,0.414,1891967654,47.3,445698,503768
2021-01-01 00:04:04,48.01,46.14,46.57,1.795,1.287,0.922,1769046228,44.23,338173,460840
2021-01-01 00:04:05,35.22,59.14,33.21,1.369,1.327,0.901,1614333449,40.36,678821,526809
2021-01-01 00:04:06,41.1,57.04,36.52,1.548,1.063,0.812,2117646307,52.94,514249,492926
2021-01-01 00:04:07,46.97,54.38,43.11,1.604,1.318,0.854,1847425106,46.19,420459,421569
2021-01-01 00:04:08,6.88,90.67,3.32,0.009,0.0,0.133,1396197405,34.9,462235,512729
2021-01-01 00:04:09,28.92,70.27,25.27,1.465,1.273,0.954,1639019363,40.98,254953,515080
2021-01-01 00:04:10,52.54,45.29,49.88,1.553,1.071,0.656,1929920919,48.25,643435,734980
2021-01-01 00:04:11,20.9,77.99,19.72,1.321,1.075,0.922,1938338700,48.46,633654,438897
2021-01-01 00:04:12,5.99,95.0,1.85,0.137,0.143,0.117,1926937324,48.17,510754,416062
2021-01-01 00:04:13,17.24,79.73,13.53,0.458,0.412,0.216,1885173166,47.13,531946,527903
2021-01-01 00:04:14,56.71,41.46,53.82,2.49,2.008,1.516,1557243883,38.93,373232,400716
2021-01-01 00:04:15,43.79,57.0,39.19,2.197,1.827,1.328,1737635442,43.44,380503,392694
2021-01-01 00:04:16,14.77,83.28,12.42,0.926,1.179,0.648,2355133095,58.88,330270,356310
2021-01-01 00:04:17,41.38,53.67,39.21,1.806,1.957,1.317,2310868438,57.77,483893,422542
2021-01-01 00:04:18,27.05,70.95,22.56,1.408,0.999,0.727,2173385534,54.33,606103,425011
2021-01-01 00:04:19,24.63,75.92,20.44,0.47,0.0,0.0,2146850781,53.67,461678,371673
2021-01-01 00:04:20,49.95,50.41,46.89,1.841,1.592,1.123,2271426772,56.79,534769,474971
2021-01-01 00:04:21,34.58,63.43,33.06,1.11,0.925,0.663,1663761578,41.59,597883,263401
2021-01-01 00:04:22,78.62,15.71,76.76,3.512,3.022,1.997,2009878510,50.25,337589,549176
2021-01-01 00:04:23,49.16,48.98,45.53,1.851,1.538,1.104,1663919854,41.6,684556,444320
2021-01-01 00:04:24,36.78,60.56,34.24,1.725,1.391,0.975,1669125659,41.73,615732,459021
2021-01-01 00:04:25,53.12,45.65,48.78,2.286,2.054,1.319,2110419481,52.76,551389,558687
